,Unnamed: 0,index,h-index,h5-index,i10-index,i10-5-index,institution,name,url,n citations,n5 citations,field,gender,gender_prob,count_name
2651,2652,326,42,27,90,53,University of Chieti-Pescara,Vittorio Pizzella,https://scholar.google.com//citations?user=VU8G3iAAAAAJ&hl=en,5663,2477,1,male,1.0,96
2652,2653,327,39,18,76,36,University of Miami,Thomas Curtright,https://scholar.google.com//citations?user=aLCe79oAAAAJ&hl=en,5658,1234,1,male,1.0,3753
2653,2654,328,39,20,97,39,"Indian Institute of Science, Bangalore",Chandan Dasgupta,https://scholar.google.com//citations?user=gxk0AN0AAAAJ&hl=en,5652,1864,1,male,0.92,26
2654,2655,329,28,21,52,41,Canisius College,H. David Sheets,https://scholar.google.com//citations?user=kSynnPYAAAAJ&hl=en,5651,3389,1,male,1.0,1
2655,2656,330,45,29,94,65,Macquarie University,Mark Wardle,https://scholar.google.com//citations?user=TQaozfMAAAAJ&hl=en,5650,2517,1,male,1.0,6176
2656,2657,331,35,17,60,29,University of Iowa,M. H. Reno,https://scholar.google.com//citations?user=F9j_eDYAAAAJ&hl=en,5650,1819,1,,,
2657,2658,332,34,18,88,37,Linkoping University,Bo E. Sernelius,https://scholar.google.com//citations?user=MMB7OnYAAAAJ&hl=en,5657,2106,1,male,0.84,229
2658,2659,333,39,33,96,70,Sevilla University,Victorino Franco,https://scholar.google.com//citations?user=13bIGNoAAAAJ&hl=en,5647,4109,1,male,1.0,6
2659,2660,334,40,22,144,62,University of Leicester,Timothy K Yeoman,https://scholar.google.com//citations?user=DtwXRWYAAAAJ&hl=en,5644,2074,1,male,1.0,809
2660,2661,335,34,15,82,19,,Dennis M. Manos,https://scholar.google.com//citations?user=5jlUnEQAAAAJ&hl=en,5631,1296,1,male,0.99,1279
2661,2662,336,39,32,99,85,IST,Carlos A. R. Herdeiro,https://scholar.google.com//citations?user=ikcUJoMAAAAJ&hl=en,5620,4068,1,male,1.0,5149
2662,2663,337,36,25,94,51,University of North Texas,Yuri Rostovtsev,https://scholar.google.com//citations?user=rWJ_1TcAAAAJ&hl=en,5639,2195,1,female,0.52,197
2663,2664,338,25,25,35,34,Johannes Kepler University Linz,Martin Kaltenbrunner,https://scholar.google.com//citations?user=c_Xosd0AAAAJ&hl=en,5628,5337,1,male,1.0,3568
2664,2665,339,40,15,114,30,,Hans J. Pirner,https://scholar.google.com//citations?user=sLQ21I4AAAAJ&hl=en,5624,848,1,male,0.99,431
2665,2666,340,41,21,96,44,University of Warwick,J.B.Staunton,https://scholar.google.com//citations?user=6mwaoGYAAAAJ&hl=en,5643,1716,1,,,
2666,2667,341,40,24,143,66,МГУ им. М.В. Ломоносова,Victor Timoshenko,https://scholar.google.com//citations?user=BsdSWPcAAAAJ&hl=en,5623,2339,1,male,1.0,2234
2667,2668,342,37,28,75,60,,Dagmar Sternad,https://scholar.google.com//citations?user=qg9Gd84AAAAJ&hl=en,5618,2941,1,female,1.0,50
2668,2669,343,36,29,115,92,"Saha Institute of Nuclear Physics, Kolkata",Biswarup Satpati,https://scholar.google.com//citations?user=9OexgKQAAAAJ&hl=en,5614,3753,1,male,1.0,1
2669,2670,344,39,19,102,36,Washington University,Jonathan I Katz,https://scholar.google.com//citations?user=yPw4WjoAAAAJ&hl=en,5615,1257,1,male,1.0,3702
2670,2671,345,40,35,139,112,"Institute of Physics, Chinese Academy of Sciences","Fan, Heng (范桁)",https://scholar.google.com//citations?user=Qu84zBIAAAAJ&hl=en,5614,4268,1,male,0.85,27
2671,2672,346,28,22,55,42,UCLA,Konstantin Belov,https://scholar.google.com//citations?user=9t_Q0OEAAAAJ&hl=en,5612,2117,1,male,1.0,66
2672,2673,347,34,19,70,38,,anjan ananda sen,https://scholar.google.com//citations?user=d8RZVL8AAAAJ&hl=en,5611,1922,1,male,1.0,5
2673,2674,348,34,17,95,30,KU Leuven,Joseph O. Indekeu,https://scholar.google.com//citations?user=um9RTxAAAAAJ&hl=en,5611,2190,1,male,0.99,2213
2674,2675,349,27,23,38,34,,Michael J. Biercuk,https://scholar.google.com//citations?user=Pf5u3hcAAAAJ&hl=en,5614,3023,1,male,1.0,11094
2675,2676,350,31,24,52,49,National University of Singapore,Chun Zhang,https://scholar.google.com//citations?user=vuLGycQAAAAJ&hl=en,5610,3911,1,male,0.84,62
2676,2677,351,39,21,89,39,Instituto Superior Tecnico,Jorge C. Romao,https://scholar.google.com//citations?user=t7uUqCYAAAAJ&hl=en,5601,1812,1,male,1.0,3183
2677,2678,352,34,22,74,45,University of Graz,Günther Paltauf,https://scholar.google.com//citations?user=VvFPnxAAAAAJ&hl=en,5600,2196,1,male,1.0,6
2678,2679,353,29,12,41,17,Penn State University,Ruth Daly,https://scholar.google.com//citations?user=ythViRwAAAAJ&hl=en,5593,1452,1,female,1.0,1344
2679,2680,354,37,25,91,65,Argonne National Laboratory,Daniel Haskel,https://scholar.google.com//citations?user=_8m9DCEAAAAJ&hl=en,5607,2440,1,male,1.0,8180
2680,2681,355,36,17,96,34,University of Edinburgh,José Figueroa-O'Farrill,https://scholar.google.com//citations?user=8idpB78AAAAJ&hl=en,5603,1080,1,male,0.98,1274
2681,2682,356,40,22,94,60,Loughborough University,"Alexandre Zagoskin FInstP, FHEA",https://scholar.google.com//citations?user=0M5OfdgAAAAJ&hl=en,5591,2314,1,,,
2682,2683,357,28,27,46,41,Peking University,Ji Feng (冯济),https://scholar.google.com//citations?user=kqBru8MAAAAJ&hl=en,5591,4732,1,male,0.53,36
2683,2684,358,35,29,66,62,Harvard University,Adam Cohen,https://scholar.google.com//citations?user=TyX3mJMAAAAJ&hl=en,5589,3843,1,male,1.0,3957
2684,2685,359,32,18,71,38,"Imperial College, London",Roland A Smith,https://scholar.google.com//citations?user=8Sg9EvEAAAAJ&hl=en,5586,1549,1,male,1.0,255
2685,2686,360,43,24,92,51,,Joseph Y. Lo,https://scholar.google.com//citations?user=rKoMBUYAAAAJ&hl=en,5584,2349,1,male,0.99,2213
2686,2687,361,40,24,109,61,University of New South Wales,Joe Wolfe,https://scholar.google.com//citations?user=HHVglTAAAAAJ&hl=en,5581,2013,1,male,0.99,3679
2687,2688,362,42,26,131,64,,Robert Newport,https://scholar.google.com//citations?user=jtnRfrEAAAAJ&hl=en,5581,2465,1,male,1.0,5222
2688,2689,363,36,22,66,36,University of Maryland Baltimore County,Larrabee Strow,https://scholar.google.com//citations?user=eIITyr8AAAAJ&hl=en,5584,2259,1,,,
2689,2690,364,35,28,68,54,University of Geneva,Mikael Afzelius,https://scholar.google.com//citations?user=PMD1iMkAAAAJ&hl=en,5577,3726,1,male,1.0,314
2690,2691,365,38,25,53,46,Vrije Universiteit Amsterdam,Hendrick Bethlem,https://scholar.google.com//citations?user=eATg4PgAAAAJ&hl=en,5575,2209,1,male,1.0,9
2691,2692,366,44,22,92,49,National and Kapodistrian University of Athens,Konstantinos Sfetsos,https://scholar.google.com//citations?user=I1e7C3kAAAAJ&hl=en,5572,1903,1,male,1.0,87
2692,2693,367,40,25,101,49,CNR,Alberto Morgante,https://scholar.google.com//citations?user=J_A8jH0AAAAJ&hl=en,5570,2138,1,male,1.0,1530
2693,2694,368,8,8,8,8,Sultan Qaboos University,Tariq Mohiuddin Mohammed Ghulam,https://scholar.google.com//citations?user=Q8QaZVoAAAAJ&hl=en,5568,3565,1,male,1.0,149
2694,2695,369,32,21,44,31,U of Toronto,Pawel Artymowicz,https://scholar.google.com//citations?user=TLPTimMAAAAJ&hl=en,5564,1815,1,male,0.98,60
2695,2696,370,32,27,161,138,,SANJAY J DHOBLE,https://scholar.google.com//citations?user=1DV0XPYAAAAJ&hl=en,5557,4456,1,male,1.0,212
2696,2697,371,35,20,109,51,"Indian Association for the Cultivation of Science, Kolkata",Amlan J. Pal,https://scholar.google.com//citations?user=QEB5PmIAAAAJ&hl=en,5555,2079,1,male,1.0,7
2697,2698,372,38,24,81,47,University of Eastern Finland,Marko Vauhkonen,https://scholar.google.com//citations?user=R3Xtg8gAAAAJ&hl=en,5550,1982,1,male,0.99,377
2698,2699,373,43,31,128,108,University of Sao Paulo,Valtencir Zucolotto,https://scholar.google.com//citations?user=_K-kmRQAAAAJ&hl=en,5549,3423,1,,,
2699,2700,374,36,17,71,28,Argonne National Laboratory,Cosmas Zachos,https://scholar.google.com//citations?user=ET4Prm0AAAAJ&hl=en,5564,1061,1,male,1.0,1
2700,2701,375,32,26,49,44,Boston University,Daniel Segrè,https://scholar.google.com//citations?user=gWgEdEUAAAAJ&hl=en,5541,3006,1,male,1.0,8180
2701,2702,376,40,22,81,44,,Nathan S. Jacobson,https://scholar.google.com//citations?user=AoUf-OMAAAAJ&hl=en,5532,2049,1,male,1.0,1632
2702,2703,377,41,23,81,49,University of Sydney,Steven Meikle,https://scholar.google.com//citations?user=u8oLsh8AAAAJ&hl=en,5539,1810,1,male,1.0,2600
2703,2704,378,41,32,121,93,Swedish Institute of Space Physics,Andris Vaivads,https://scholar.google.com//citations?user=ixBaPtEAAAAJ&hl=en,5548,3544,1,male,0.71,7
2704,2705,379,37,26,159,91,,Andrey V. Solov'yov,https://scholar.google.com//citations?user=G_hmW5MAAAAJ&hl=en,5539,2909,1,male,0.99,147
2705,2706,380,32,26,50,45,Northeastern University,Adrian E. Feiguin,https://scholar.google.com//citations?user=n_RB2jEAAAAJ&hl=en,5538,2816,1,male,0.97,1515
2706,2707,381,33,21,72,41,,Fernando Sols,https://scholar.google.com//citations?user=SRaQmHkAAAAJ&hl=en,5538,2030,1,male,1.0,2012
2707,2708,382,38,27,128,67,,larry j. paxton,https://scholar.google.com//citations?user=W7oNH_0AAAAJ&hl=en,5533,2486,1,male,1.0,972
2708,2709,383,22,15,29,21,University of Groningen,Caspar H. van der Wal,https://scholar.google.com//citations?user=mxm7jv4AAAAJ&hl=en,5530,1608,1,male,1.0,7
2709,2710,384,36,27,71,51,Osaka University,Kensuke Kobayashi,https://scholar.google.com//citations?user=56CSnOMAAAAJ&hl=en,5530,2759,1,male,1.0,4
2710,2711,385,36,22,141,86,Strathclyde University,Robert Martin,https://scholar.google.com//citations?user=_rxzadYAAAAJ&hl=en,5528,2436,1,male,1.0,5222
2711,2712,386,42,26,137,100,University of Western Australia,Sergei M. Kuzenko,https://scholar.google.com//citations?user=6In-tbQAAAAJ&hl=en,5531,2736,1,male,0.97,38
2712,2713,387,30,19,47,31,UMBC,Todd Pittman,https://scholar.google.com//citations?user=lI_ztUsAAAAJ&hl=en,5527,2010,1,male,1.0,847
2713,2714,388,35,17,101,43,,Robert Shekhter,https://scholar.google.com//citations?user=dM2nUkQAAAAJ&hl=en,5525,1228,1,male,1.0,5222
2714,2715,389,33,28,59,50,University of Texas-Austin,xiaoqin li,https://scholar.google.com//citations?user=tXabIKoAAAAJ&hl=en,5520,2829,1,,,
2715,2716,390,34,17,72,29,University of Pisa,Kenichi Konishi,https://scholar.google.com//citations?user=Mv9GLi4AAAAJ&hl=en,5516,1199,1,male,1.0,7
2716,2717,391,40,28,116,72,Columbia University,Katayun Barmak,https://scholar.google.com//citations?user=LHFgM4IAAAAJ&hl=en,5511,2470,1,,,
2717,2718,392,34,21,119,49,"Indian Institute of Technology, Kharagpur",Utpal Sarkar,https://scholar.google.com//citations?user=m0pKjpoAAAAJ&hl=en,5512,1779,1,male,1.0,5
2718,2719,393,40,21,87,53,National and Kapodistrian University of Athens,Nikolaos Stefanou,https://scholar.google.com//citations?user=LD-iwzYAAAAJ&hl=en,5514,1657,1,male,1.0,17
2719,2720,394,36,28,54,39,University of Nottingham,Antonio Padilla,https://scholar.google.com//citations?user=f-hzOcwAAAAJ&hl=en,5510,3761,1,male,1.0,2290
2720,2721,395,25,24,30,29,Colorado State University,Shih-Kai Lin,https://scholar.google.com//citations?user=iuxLGQMAAAAJ&hl=en,5509,4808,1,,,
2721,2722,396,33,26,145,103,Shandong University,Feng Chen,https://scholar.google.com//citations?user=8fzZLTQAAAAJ&hl=en,5508,3643,1,male,0.52,31
2722,2723,397,37,33,159,145,University of Science and Technology of China,Jian Liu,https://scholar.google.com//citations?user=jv3z_gkAAAAJ&hl=en,5507,4683,1,male,0.73,22
2723,2724,398,38,22,125,56,University Lyon1,bernard champagnon,https://scholar.google.com//citations?user=PwxR7pYAAAAJ&hl=en,5505,1774,1,male,1.0,397
2724,2725,399,43,18,79,41,,Matt A. Wood,https://scholar.google.com//citations?user=dZ2FmWIAAAAJ&hl=en,5491,1393,1,male,1.0,4915
2725,2726,400,29,19,47,34,Stony Brook University,Matthew Dawber,https://scholar.google.com//citations?user=-bcrkjwAAAAJ&hl=en,5486,2565,1,male,1.0,3338
2726,2727,401,37,25,140,74,,Andres Cantarero,https://scholar.google.com//citations?user=Az-rLIgAAAAJ&hl=en,5498,2726,1,male,1.0,2057
2727,2728,402,29,24,47,43,McGill University,Daryl Haggard,https://scholar.google.com//citations?user=Ov73SNQAAAAJ&hl=en,5493,4620,1,male,0.92,272
2728,2729,403,41,24,83,56,University of Oxford,Paul Fendley,https://scholar.google.com//citations?user=RpSZkk4AAAAJ&hl=en,5502,1998,1,male,1.0,5931
2729,2730,404,37,27,78,56,Washington University in St. Louis,zohar nussinov,https://scholar.google.com//citations?user=oiEX4C8AAAAJ&hl=en,5493,2692,1,male,0.82,22
2730,2731,405,40,35,127,113,,CHONGXIN SHAN,https://scholar.google.com//citations?user=Iy6On7wAAAAJ&hl=en,5490,4152,1,,,
2731,2732,406,34,14,97,22,University of Illinois,Michael  B Weissman,https://scholar.google.com//citations?user=FHa6WX4AAAAJ&hl=en,5489,911,1,male,1.0,11094
2732,2733,407,39,32,137,111,,C Sanjeeviraja,https://scholar.google.com//citations?user=oBkzifYAAAAJ&hl=en,5479,3805,1,male,0.74,27
2733,2734,408,37,26,61,49,University of Washington,Sanjay K. Reddy,https://scholar.google.com//citations?user=QbasatcAAAAJ&hl=en,5475,2093,1,male,1.0,212
2734,2735,409,37,22,74,50,Western Michigan University,Claudio Mendoza,https://scholar.google.com//citations?user=9CzLOjgAAAAJ&hl=en,5480,1900,1,male,1.0,854
2735,2736,410,42,27,96,52,,Michele Iacovacci,https://scholar.google.com//citations?user=lV_yDyAAAAAJ&hl=en,5475,2363,1,female,0.7,1311
2736,2737,411,40,29,107,79,Cardiff University,Oliver Williams,https://scholar.google.com//citations?user=l4LZWfoAAAAJ&hl=en,5484,3147,1,male,0.99,750
2737,2738,412,37,28,75,56,University of Sheffield,Alexander Tartakovskii,https://scholar.google.com//citations?user=7pmFcRcAAAAJ&hl=en,5472,2995,1,male,1.0,1645
2738,2739,413,33,18,47,30,,Brian Saam,https://scholar.google.com//citations?user=HsVwcv4AAAAJ&hl=en,5471,1302,1,male,1.0,4600
2739,2740,414,30,23,42,32,University of Waterloo,Anton Burkov,https://scholar.google.com//citations?user=QXMeHecAAAAJ&hl=en,5481,4353,1,male,1.0,537
2740,2741,415,35,31,75,65,University of Queensland,Ian McCulloch,https://scholar.google.com//citations?user=AeuznU8AAAAJ&hl=en,5461,3926,1,male,0.99,2159
2741,2742,416,37,21,124,36,McGill University,Dominic Ryan,https://scholar.google.com//citations?user=MDDK3sEAAAAJ&hl=en,5468,1843,1,male,0.97,461
2742,2743,417,38,30,103,85,Institut Teknologi Bandung,Ferry Iskandar (ORCID:0000-0002-0464-0035),https://scholar.google.com//citations?user=BoUsMVkAAAAJ&hl=en,5469,3319,1,male,1.0,51
2743,2744,418,39,22,103,50,Australian National University,Murray Batchelor,https://scholar.google.com//citations?user=fcsNGkgAAAAJ&hl=en,5469,1800,1,male,0.96,72
2744,2745,419,36,21,81,47,Queensland University of Technology,Christian McDonald Langton,https://scholar.google.com//citations?user=KlSmVY8AAAAJ&hl=en,5465,1746,1,male,0.99,2548
2745,2746,420,34,24,75,45,"Università di Roma ""La Sapienza""",Stefano Atzeni,https://scholar.google.com//citations?user=2dYuiCcAAAAJ&hl=en,5464,2356,1,male,1.0,732
2746,2747,421,36,23,61,31,,Roberto Frezzotti,https://scholar.google.com//citations?user=Rv_4Ya0AAAAJ&hl=en,5463,2027,1,male,1.0,1956
2747,2748,422,44,28,131,92,Technical University of Braunschweig,Uwe Motschmann,https://scholar.google.com//citations?user=0mEq4D8AAAAJ&hl=en,5462,2777,1,male,1.0,47
2748,2749,423,32,27,71,46,Tel Aviv University,Eli Eisenberg,https://scholar.google.com//citations?user=xJzkKX4AAAAJ&hl=en,5459,3218,1,male,0.52,561
2749,2750,424,41,32,83,70,,P.R. Onck,https://scholar.google.com//citations?user=AFiOZOIAAAAJ&hl=en,5459,3205,1,,,
2750,2751,425,38,30,80,68,,Rembert Duine,https://scholar.google.com//citations?user=C6_7JosAAAAJ&hl=en,5456,3710,1,male,1.0,1
2751,2752,426,39,35,87,70,,Cesar Jauregui,https://scholar.google.com//citations?user=4dWfGDUAAAAJ&hl=en,5455,4457,1,male,1.0,1120
2752,2753,427,35,29,117,102,Universiti Sains Malaysia,"Shahrom Mahmud, PhD",https://scholar.google.com//citations?user=mBeo9TYAAAAJ&hl=en,5452,4165,1,male,1.0,1
2753,2754,428,44,28,98,65,Chalmers University of Technology,Göran Wahnström,https://scholar.google.com//citations?user=bV94iAsAAAAJ&hl=en,5444,2149,1,male,1.0,96
2754,2755,429,37,20,82,38,Waseda University,taro uyeda,https://scholar.google.com//citations?user=3onIubsAAAAJ&hl=en,5443,1525,1,female,0.58,19
2755,2756,430,37,23,100,52,,Vladimir Zelevinsky,https://scholar.google.com//citations?user=sQqPh4wAAAAJ&hl=en,5442,2191,1,male,1.0,299
2756,2757,431,23,22,26,23,University of Sydney,Torsten Gaebel,https://scholar.google.com//citations?user=d4e4eoUAAAAJ&hl=en,5440,2876,1,male,1.0,93
2757,2758,432,14,12,18,17,,Anindya Das - IISC,https://scholar.google.com//citations?user=k9MLdxcAAAAJ&hl=en,5439,4280,1,male,0.8,10
2758,2759,433,39,38,76,73,University of Toronto,Debra Wunch,https://scholar.google.com//citations?user=k7q00AwAAAAJ&hl=en,5438,4772,1,female,1.0,675
2759,2760,434,38,19,91,41,Brookhaven National Laboratory,G. Lawrence Carr,https://scholar.google.com//citations?user=oHA1GQkAAAAJ&hl=en,5437,1765,1,,,
2760,2761,435,38,29,110,69,Princeton Plasma Physics Laboratory,Valeria Riccardo,https://scholar.google.com//citations?user=gzNbKLgAAAAJ&hl=en,5429,3323,1,female,1.0,759
2761,2762,436,33,24,68,49,University of Waterloo,Achim Kempf,https://scholar.google.com//citations?user=vfYk_ygAAAAJ&hl=en,5428,2713,1,male,1.0,4
2762,2763,437,31,21,74,38,University of New Mexico,Kevin Cahill,https://scholar.google.com//citations?user=BThu4V4AAAAJ&hl=en,5426,1916,1,male,1.0,5362
2763,2764,438,27,24,32,29,,Giovanna Gagliardi,https://scholar.google.com//citations?user=JrWESm0AAAAJ&hl=en,5441,3532,1,female,1.0,347
2764,2765,439,37,26,138,65,Stanford University,Mark A. Cappelli,https://scholar.google.com//citations?user=UXFidGcAAAAJ&hl=en,5420,2362,1,male,1.0,6176
2765,2766,440,28,28,52,51,Peking Univ,Zheyu Fang（方哲宇）,https://scholar.google.com//citations?user=ZG0XB6EAAAAJ&hl=en,5417,5179,1,,,
2766,2767,441,39,25,93,56,University of Maryland,L. A. Orozco,https://scholar.google.com//citations?user=Rr8T1CYAAAAJ&hl=en,5414,1859,1,,,
2767,2768,442,32,18,81,41,,Sokolov Vladimir,https://scholar.google.com//citations?user=9aDrxUIAAAAJ&hl=en,5411,1497,1,,,
2768,2769,443,39,27,91,61,Petersurg Nuclear Physics Institute,M G Kozlov,https://scholar.google.com//citations?user=Io_pPFcAAAAJ&hl=en,5411,2519,1,male,0.74,158
2769,2770,444,28,26,42,42,Weizmann Institute of Science,R. Budnik,https://scholar.google.com//citations?user=yluuojoAAAAJ&hl=en,5409,5089,1,,,
2770,2771,445,39,16,51,25,Wake Forest University,Gregory B. Cook,https://scholar.google.com//citations?user=KFfY0zoAAAAJ&hl=en,5404,1116,1,male,1.0,721
2771,2772,446,39,38,57,56,Bogolyubov Institute for Theoretical Physics,Volodymyr Chelnokov,https://scholar.google.com//citations?user=JDObpVIAAAAJ&hl=en,5422,5369,1,male,1.0,3
2772,2773,447,27,25,37,34,Georgia Institute of Technology,Bokwon Yoon,https://scholar.google.com//citations?user=Ihd7WzsAAAAJ&hl=en,5399,3205,1,,,
2773,2774,448,37,24,115,57,Linköping University,Nguyen Tien Son,https://scholar.google.com//citations?user=GLnBuI8AAAAJ&hl=en,5393,2208,1,male,0.56,331
2774,2775,449,35,25,114,51,Budapest University of Technology and Economics,László Szunyogh,https://scholar.google.com//citations?user=drubzykAAAAJ&hl=en,5391,1957,1,male,0.92,13
2775,2776,450,43,33,91,78,University of Reading,Robin Hogan,https://scholar.google.com//citations?user=-vUyGWsAAAAJ&hl=en,5390,3325,1,female,0.59,1628
2776,2777,451,40,25,92,53,Lund University,Michael Ljungberg,https://scholar.google.com//citations?user=gBpXTlUAAAAJ&hl=en,5390,2377,1,male,1.0,11094
2777,2778,452,37,30,89,59,,Fabrizio Illuminati,https://scholar.google.com//citations?user=_AuYiJIAAAAJ&hl=en,5385,2621,1,male,0.99,359
2778,2779,453,37,26,102,58,"Institut Laue-Langevin, Grenoble",Henry E. Fischer,https://scholar.google.com//citations?user=GM-wbC8AAAAJ&hl=en,5398,2243,1,male,1.0,1067
2779,2780,454,32,18,49,30,Michigan State University,Carl Schmidt,https://scholar.google.com//citations?user=eLt0CbcAAAAJ&hl=en,5398,2100,1,male,1.0,929
2780,2781,455,26,23,32,31,Harvard University,Jennifer E. Hoffman,https://scholar.google.com//citations?user=a8Ki3L0AAAAJ&hl=en,5384,2388,1,female,1.0,6717
2781,2782,456,39,20,102,46,Clemson University,John Meriwether,https://scholar.google.com//citations?user=7u8RwBQAAAAJ&hl=en,5374,1710,1,male,0.99,9931
2782,2783,457,34,27,104,77,Hong Kong Baptist University,Furong Zhu,https://scholar.google.com//citations?user=ewGVqFYAAAAJ&hl=en,5371,2996,1,,,
2783,2784,458,38,24,60,46,Indian Institute of Science,Arnab Rai Choudhuri,https://scholar.google.com//citations?user=le7tcqQAAAAJ&hl=en,5369,1982,1,male,1.0,32
2784,2785,459,39,22,93,40,,yunlong sheng,https://scholar.google.com//citations?user=CCZKs1gAAAAJ&hl=en,5368,1609,1,,,
2785,2786,460,36,26,71,47,University of New Mexico,Ivan H. Deutsch,https://scholar.google.com//citations?user=TiJ3xXcAAAAJ&hl=en,5383,1912,1,male,1.0,1905
